,kod,data,kolichestvo
831,ЦБ020471,2022-02-22 14:25:37,3
833,ЦБ021274,2022-02-22 14:25:37,2
834,ЦБ022099,2022-02-22 14:25:37,2
835,ЦБ006626,2022-02-22 14:25:37,1
836,ЦБ015770,2022-02-22 14:25:37,3
837,ЦБ006673,2022-02-22 14:25:37,1
838,ЦБ020964,2022-03-02 12:27:16,4
839,ЦБ006625,2022-03-02 12:27:16,2
840,ЦБ011790,2022-03-02 12:27:16,2
841,ЦБ002113,2022-03-02 12:27:16,1
843,ЦБ021231,2022-03-02 12:27:16,1
844,ЦБ009655,2022-03-02 12:27:16,30
845,ЦБ019163,2022-03-01 12:37:55,20
847,ЦБ009468,2022-03-02 12:27:16,3
848,ЦБ022493,2022-02-21 16:36:15,2
851,ЦБ007952,2022-02-21 16:36:15,9
853,ЦБ002113,2022-02-21 16:36:15,1
854,ЦБ009131,2022-02-21 16:36:15,1
855,ЦБ002761,2022-02-21 16:36:15,1
856,ЦБ021476,2022-02-21 16:36:15,1
857,ЦБ015716,2022-02-22 14:25:37,4
858,ЦБ020343,2022-02-22 14:25:37,1
859,ЦБ005150,2022-02-22 14:25:37,4
860,ЦБ003885,2022-02-14 14:41:09,8
861,ЦБ022516,2022-02-14 14:41:09,1
863,ЦБ006268,2022-02-15 12:16:19,2
864,ЦБ007590,2022-02-15 12:16:19,2
865,ЦБ002251,2022-02-15 12:16:19,4
866,ЦБ002050,2022-02-15 12:16:19,6
869,ЦБ020632,2022-02-15 12:16:19,2
870,ЦБ015762,2022-02-15 12:16:19,2
872,ЦБ007952,2022-02-09 16:24:07,5
873,ЦБ011392,2022-02-09 16:24:07,20
874,ЦБ005663,2022-02-09 16:24:07,1
875,ЦБ017345,2022-02-09 16:24:07,1
876,ЦБ021477,2022-02-09 16:24:07,1
878,ЦБ003092,2022-02-09 16:24:07,2
879,ЦБ000045,2022-02-09 16:24:07,1
880,ЦБ014485,2022-02-09 16:24:07,1
882,ЦБ018555,2022-02-14 17:44:09,8
884,ЦБ013045,2022-02-14 17:44:09,1
885,ЦБ012880,2022-02-14 17:44:09,1
886,ЦБ010669,2022-02-14 17:44:24,10
887,ЦБ020283,2022-02-22 14:25:37,1
888,ЦБ022451,2022-02-09 16:39:14,1
889,ЦБ015672,2022-02-09 16:39:14,2
890,ЦБ021019,2022-02-09 16:39:14,2
892,ЦБ023043,2022-02-09 16:39:14,3
894,ЦБ017847,2022-02-09 16:42:23,2
895,ЦБ021491,2022-02-09 16:42:23,1
896,ЦБ005798,2022-02-10 10:40:55,5
897,ЦБ019681,2022-02-10 10:40:55,2
900,ЦБ008080,2022-02-10 14:47:24,2
901,ЦБ008079,2022-02-10 14:48:10,1
903,ЦБ010450,2022-02-10 15:44:12,2
904,ЦБ007146,2022-02-11 10:34:44,1
905,ЦБ002058,2022-02-11 10:34:44,1
906,00002930,2022-02-11 10:34:44,2
907,ЦБ010096,2022-02-11 10:37:00,1
908,ЦБ022803,2022-02-11 11:55:17,3
910,ЦБ015037,2022-01-31 17:26:31,2
912,ЦБ016165,2022-02-11 15:07:42,2
913,ЦБ017034,2022-03-02 12:27:16,1
915,ЦБ019728,2022-02-15 12:16:19,3
916,ЦБ005109,2022-02-15 12:16:19,4
918,ЦБ004416,2022-02-15 12:16:19,2
919,ЦБ021720,2022-02-15 12:16:19,2
920,ЦБ009389,2022-02-15 12:16:19,8
921,ЦБ006682,2022-02-15 12:16:19,5
924,ЦБ018229,2022-02-15 12:16:19,1
925,ЦБ009732,2022-02-15 12:16:19,2
926,ЦБ023682,2022-02-15 12:16:19,4
929,ЦБ005793,2022-03-03 12:22:24,1
930,ЦБ019794,2022-03-03 12:22:24,1
931,ЦБ017203,2022-02-21 16:27:52,2
932,ЦБ005672,2022-02-21 16:27:52,3
934,ЦБ021364,2022-02-15 12:20:44,2
935,ЦБ021619,2022-02-15 12:20:44,2
936,ЦБ020208,2022-02-15 12:20:44,2
937,ЦБ021897,2022-03-02 12:36:02,2
938,ЦБ012902,2022-03-02 12:36:02,1
939,ЦБ006625,2022-03-02 12:36:02,1
940,ЦБ022916,2022-03-02 12:36:02,3
942,ЦБ009278,2022-03-02 12:36:02,2
943,00003089,2022-03-14 17:24:21,15
944,00003090,2022-03-14 17:24:21,8
946,00003101,2022-03-15 15:01:33,1
948,ЦБ008055,2022-02-21 16:27:52,2
949,ЦБ018737,2022-02-21 16:27:52,15
950,ЦБ021319,2022-02-21 16:27:52,2
952,ЦБ017019,2022-02-21 16:27:52,2
953,ЦБ021889,2022-02-21 14:33:17,1
954,ЦБ005541,2022-02-21 14:33:17,1
955,ЦБ010660,2022-02-21 14:33:17,1
956,ЦБ002870,2022-02-21 14:33:17,2
957,ЦБ010688,2022-02-21 14:33:17,1
958,ЦБ017857,2022-03-03 12:22:24,1
959,ЦБ021927,2022-02-14 16:30:52,28
960,ЦБ005987,2022-03-03 12:22:24,1
961,ЦБ006637,2022-03-03 12:22:24,1
962,ЦБ021507,2022-02-14 17:37:26,60
965,ЦБ021848,2022-02-14 17:43:46,1
966,ЦБ021964,2022-02-14 17:43:46,2
968,ЦБ021969,2022-02-14 17:43:46,2
969,ЦБ003952,2022-02-14 17:43:46,3
971,ЦБ011045,2022-02-14 17:43:46,10
973,ЦБ016810,2022-02-21 14:33:17,1
974,ЦБ002110,2022-02-21 14:33:17,1
976,ЦБ003155,2022-02-21 14:33:17,1
977,ЦБ017802,2022-02-21 14:33:17,1
978,ЦБ010715,2022-02-21 14:33:17,3
979,ЦБ009683,2022-02-21 14:33:17,4
980,ЦБ008384,2022-02-21 14:33:17,2
982,ЦБ005914,2022-02-14 14:41:09,1
983,ЦБ008895,2022-02-14 14:41:09,2
984,ЦБ014118,2022-02-14 14:41:09,3
985,ЦБ021676,2022-02-14 14:41:09,1
986,ЦБ009488,2022-02-14 14:41:09,1
987,ЦБ009683,2022-02-14 14:41:09,4
989,ЦБ018315,2022-02-14 14:41:09,20
990,ЦБ011127,2022-02-14 14:41:09,4
991,ЦБ011548,2022-02-14 14:41:09,2
993,ЦБ009280,2022-02-14 14:41:09,4
997,ЦБ018210,2022-02-22 14:25:37,2
998,ЦБ004426,2022-02-22 14:25:37,1
999,ЦБ012041,2022-02-22 14:25:37,2
1000,ЦБ014917,2022-02-22 14:25:37,1
1001,ЦБ009140,2022-02-22 14:25:37,2
1002,ЦБ016783,2022-02-22 14:25:37,2
1003,ЦБ007229,2022-02-22 14:25:37,5
1005,ЦБ009495,2022-02-22 14:25:37,1
1006,ЦБ013456,2022-02-22 14:25:37,1
1007,ЦБ006882,2022-03-03 12:22:24,1
1008,ЦБ001948,2022-03-03 12:22:24,2
1009,00003021,2022-02-21 16:33:14,1
1010,00003018,2022-02-21 16:33:14,3
1011,ЦБ011867,2022-02-21 16:33:14,1
1012,ЦБ017790,2022-02-22 14:25:37,1
1013,ЦБ017796,2022-02-22 14:25:37,2
1014,ЦБ018452,2022-02-22 14:25:37,2
1015,ЦБ003949,2022-02-16 16:37:06,3
1016,ЦБ012051,2022-02-16 16:37:06,2
1017,00002999,2022-02-16 16:37:06,2
1018,00003000,2022-02-16 16:37:06,2
1019,ЦБ009075,2022-02-16 16:37:06,1
1020,ЦБ002286,2022-02-16 16:46:45,2
1022,ЦБ010708,2022-02-16 16:46:45,2
1023,ЦБ010010,2022-02-16 16:46:45,20
1024,ЦБ010675,2022-02-16 16:46:45,1
1026,ЦБ020470,2022-02-16 16:35:35,8
1027,ЦБ011123,2022-02-16 16:35:35,1
1028,ЦБ002778,2022-02-16 16:35:35,1
1029,ЦБ001976,2022-02-16 16:35:35,18
1030,ЦБ011939,2022-02-16 16:35:35,2
1031,ЦБ002828,2022-03-03 12:22:24,15
1032,ЦБ021879,2022-03-03 12:22:24,2
1033,ЦБ023302,2022-03-03 12:22:24,2
1034,ЦБ019629,2022-03-03 12:22:24,1
1035,ЦБ021624,2022-03-03 12:22:24,8
1036,ЦБ021610,2022-03-03 12:22:24,2
1037,ЦБ010906,2022-03-03 12:22:24,20
1038,ЦБ010651,2022-03-03 12:22:24,1
1040,ЦБ004866,2022-03-03 12:22:24,1
1044,00003002,2022-02-17 10:00:27,1
1046,ЦБ021276,2022-03-15 11:22:21,2
1047,ЦБ004107,2022-03-15 11:22:21,1
1049,00003142,2022-03-18 16:58:08,3
1051,00003116,2022-03-16 16:06:54,1
1052,ЦБ020642,2022-03-01 12:37:55,1
1053,ЦБ022161,2022-03-16 16:06:54,1
1054,ЦБ022959,2022-03-16 16:06:54,1
1055,ЦБ007381,2022-01-31 17:26:31,2
1056,ЦБ015320,2022-01-31 17:26:31,3
1057,ЦБ010888,2022-01-31 17:26:31,1
1058,ЦБ008892,2022-01-31 17:26:31,2
1059,ЦБ002870,2022-01-31 17:26:31,2
1060,ЦБ022414,2022-01-31 17:26:31,2
1061,00002899,2022-01-31 17:26:31,1
1062,ЦБ010453,2022-01-31 17:26:31,3
1063,ЦБ013788,2022-02-17 11:44:29,2
1065,ЦБ010956,2022-02-17 11:44:29,2
1066,ЦБ006263,2022-02-17 11:44:29,1
1068,ЦБ002093,2022-01-31 17:26:31,1
1069,ЦБ011376,2022-01-31 17:26:31,1
1071,ЦБ003985,2022-01-31 17:26:31,3
1073,ЦБ010010,2022-01-31 17:26:31,12
1074,ЦБ008382,2022-01-31 17:26:31,2
1075,ЦБ022888,2022-02-17 14:14:52,1
1076,ЦБ013433,2022-02-17 14:14:52,1
1077,ЦБ004924,2022-01-31 17:26:31,127
1078,ЦБ011168,2022-02-17 14:14:52,2
1080,ЦБ018986,2022-02-17 14:14:52,2
1084,ЦБ015047,2022-03-03 14:21:30,1
1085,ЦБ005150,2022-03-03 14:21:30,10
1087,ЦБ021892,2022-03-14 12:18:14,1
1088,ЦБ023019,2022-03-14 12:20:14,2
1089,00003040,2022-03-14 12:20:14,1
1090,ЦБ022232,2022-03-14 16:44:46,3
1091,ЦБ003462,2022-02-16 16:37:06,1
1092,ЦБ004081,2022-02-16 16:37:06,3
1093,ЦБ002859,2022-02-16 16:37:06,1
1094,ЦБ008402,2022-02-16 16:37:06,1
1095,ЦБ003040,2022-02-16 16:37:06,1
1096,ЦБ008896,2022-02-16 16:37:06,2
1097,ЦБ006531,2022-02-16 16:37:06,2
1099,ЦБ014917,2022-02-16 16:37:06,1
1100,ЦБ004085,2022-02-16 16:46:45,1
1101,ЦБ021809,2022-02-16 16:46:45,1
1104,ЦБ017961,2022-02-16 16:23:19,2
1105,ЦБ013712,2022-03-18 16:58:08,3
1110,ЦБ017813,2022-02-22 14:25:37,2
1111,ЦБ022866,2022-02-22 14:25:37,1
1112,ЦБ011302,2022-02-22 14:25:37,3
1115,ЦБ022644,2022-02-22 14:28:50,2
1116,00003008,2022-02-17 11:49:44,20
1117,00003007,2022-02-17 11:49:44,20
1118,00003009,2022-02-17 11:49:44,20
1119,ЦБ009131,2022-02-22 15:53:11,1
1121,00003038,2022-03-01 12:39:55,10
1122,ЦБ016810,2022-03-01 12:39:55,1
1124,ЦБ005147,2022-02-24 12:52:06,2
1125,ЦБ014840,2022-02-24 12:52:06,3
1126,ЦБ016993,2022-03-21 14:31:16,4
1128,ЦБ007387,2022-02-16 16:35:35,4
1129,ЦБ003982,2022-02-16 16:35:35,13
1131,ЦБ011395,2022-02-16 16:35:35,32
1132,ЦБ021107,2022-02-16 16:35:35,10
1133,ЦБ020632,2022-02-16 16:35:35,1
1137,ЦБ022109,2022-02-16 16:35:35,10
1138,ЦБ010111,2022-02-16 16:35:35,1
1140,ЦБ010625,2022-02-16 16:35:35,1
1141,ЦБ011309,2022-02-16 16:35:35,1
1142,ЦБ021531,2022-02-16 16:35:35,1
1144,ЦБ010693,2022-02-16 16:35:35,2
1145,ЦБ006877,2022-02-16 16:35:35,2
1146,ЦБ015539,2022-02-16 16:35:35,1
1147,ЦБ012731,2022-02-16 16:35:35,3
1148,ЦБ010900,2022-02-16 16:35:35,1
1149,ЦБ010352,2022-02-16 16:35:35,1
1151,ЦБ001879,2022-02-16 16:35:35,2
1153,ЦБ004401,2022-02-16 17:35:51,1
1154,ЦБ004405,2022-02-16 17:35:51,3
1155,ЦБ023033,2022-02-16 17:35:51,9
1156,ЦБ012029,2022-02-16 17:35:51,1
1157,ЦБ006958,2022-02-16 17:35:51,2
1159,ЦБ022961,2022-02-16 17:35:51,1
1160,ЦБ010900,2022-02-16 17:35:51,1
1161,ЦБ016795,2022-02-16 17:35:51,1
1162,ЦБ023222,2022-02-16 17:35:51,3
1164,ЦБ001762,2022-02-16 17:35:51,2
1166,ЦБ014321,2022-03-18 16:53:10,1
1168,00003017,2022-02-18 14:31:15,2
1169,ЦБ021375,2022-02-28 12:10:11,2
1170,ЦБ022035,2022-02-28 12:10:11,1
1171,ЦБ022288,2022-02-28 12:10:11,1
1172,ЦБ021378,2022-02-28 12:10:11,10
1173,ЦБ019703,2022-02-28 15:18:13,2
1174,ЦБ022887,2022-02-28 15:18:13,2
1175,ЦБ022888,2022-02-28 15:18:13,1
1176,00003018,2022-02-18 14:31:15,2
1177,ЦБ023063,2022-03-18 16:53:10,2
1179,ЦБ007263,2022-03-22 12:15:28,2
1180,ЦБ001976,2022-03-14 12:21:18,2
1181,00003019,2022-02-18 16:48:25,1
1182,ЦБ002286,2022-03-14 12:21:18,6
1185,ЦБ018369,2022-03-16 14:01:52,2
1186,00003013,2022-02-18 10:40:29,1
1187,ЦБ002823,2022-02-18 10:40:29,2
1189,ЦБ016198,2022-02-18 10:40:40,1
1190,ЦБ001329,2022-02-18 17:14:58,1
1192,ЦБ022413,2022-02-18 17:14:58,1
1193,ЦБ023461,2022-02-18 17:14:58,3
1194,ЦБ013438,2022-02-28 12:52:15,2
1195,ЦБ023010,2022-02-28 12:52:15,3
1196,ЦБ019217,2022-02-28 12:52:15,1
1197,ЦБ015703,2022-02-28 12:52:15,10
1198,ЦБ016051,2022-02-28 12:52:15,4
1199,ЦБ014994,2022-03-03 17:54:11,2
1200,ЦБ004961,2022-03-03 17:54:11,1
1202,ЦБ008032,2022-03-03 17:54:11,3
1203,ЦБ012051,2022-03-03 17:54:11,4
1204,00003048,2022-03-03 18:00:11,1
1205,ЦБ011217,2022-03-03 18:00:11,1
1206,ЦБ023080,2022-03-03 18:00:11,1
1208,00003143,2022-03-18 16:52:41,1
1210,00003197,2022-03-28 16:02:06,1
1211,ЦБ021484,2022-03-28 16:02:06,2
1213,ЦБ022045,2022-02-24 15:22:38,1
1214,ЦБ023552,2022-02-24 15:22:38,1
1218,ЦБ005435,2022-02-24 15:22:38,1
1219,ЦБ010222,2022-02-24 15:22:38,2
1220,ЦБ015554,2022-02-24 15:22:38,2
1221,ЦБ006723,2022-02-24 15:22:38,1
1222,ЦБ017962,2022-02-24 15:22:38,1
1223,ЦБ011036,2022-02-24 15:22:38,2
1225,ЦБ000045,2022-02-24 15:22:38,2
1226,ЦБ005783,2022-02-24 15:22:38,1
1227,ЦБ001339,2022-02-24 15:23:46,1
1228,ЦБ004852,2022-03-04 17:12:36,1
1232,00003030,2022-02-24 17:55:35,10
1233,00003031,2022-02-24 17:55:35,10
1234,ЦБ020796,2022-02-24 16:25:47,16
1236,ЦБ018589,2022-03-04 17:12:36,1
1237,ЦБ009683,2022-03-04 17:12:36,4
1240,ЦБ018434,2022-03-14 16:44:46,2
1241,ЦБ023323,2022-03-15 15:37:08,1
1242,ЦБ023322,2022-03-15 15:37:08,1
1254,00003019,2022-02-28 12:52:07,2
1261,ЦБ017180,2022-03-28 16:02:06,1
1265,ЦБ013980,2022-03-21 14:30:13,3
1266,ЦБ017903,2022-03-21 14:30:13,1
1267,ЦБ017003,2022-03-21 14:30:13,5
1268,ЦБ022009,2022-03-21 14:31:57,3
1270,ЦБ015346,2022-03-28 11:23:26,1
1276,ЦБ020500,2022-02-28 15:18:13,1
1278,ЦБ018748,2022-02-28 15:18:13,22
1279,00003002,2022-02-28 15:18:13,2
1283,ЦБ021271,2022-04-05 17:30:28,2
1284,ЦБ013517,2022-03-07 12:03:40,3
1287,00003078,2022-03-11 17:27:41,1
1288,ЦБ022832,2022-03-15 15:37:08,2
1289,00003094,2022-03-15 15:37:08,4
1290,ЦБ010233,2022-02-25 17:07:17,1
1291,ЦБ001338,2022-02-25 17:07:07,10
1292,ЦБ022498,2022-03-15 15:37:08,1
1296,ЦБ016165,2022-02-28 12:52:15,10
1297,ЦБ005646,2022-02-28 12:52:15,10
1298,ЦБ005665,2022-02-28 12:52:15,6
1299,ЦБ010671,2022-02-28 12:52:15,4
1300,ЦБ010669,2022-02-28 12:52:15,8
1301,ЦБ013458,2022-02-28 12:52:15,2
1302,ЦБ013166,2022-02-28 12:52:15,4
1303,ЦБ013165,2022-02-28 12:52:15,4
1304,ЦБ021964,2022-02-28 12:52:15,2
1305,ЦБ023550,2022-02-28 12:52:15,1
1307,ЦБ013788,2022-03-07 12:04:40,5
1308,ЦБ012931,2022-03-07 12:04:40,10
1309,ЦБ006240,2022-03-07 12:04:40,30
1310,ЦБ010151,2022-03-07 12:04:40,5
1311,ЦБ011451,2022-03-07 12:04:40,2
1312,ЦБ022497,2022-02-28 12:52:15,2
1315,ЦБ016225,2022-02-28 12:52:15,4
1316,ЦБ013045,2022-02-28 12:52:15,16
1317,ЦБ012880,2022-02-28 12:52:15,16
1318,ЦБ015847,2022-02-28 12:52:15,20
1319,ЦБ017226,2022-02-28 12:52:15,6
1320,ЦБ016894,2022-02-28 12:52:15,2
1324,ЦБ001735,2022-02-28 12:52:15,10
1325,ЦБ011878,2022-02-28 12:52:15,10
1326,ЦБ004111,2022-03-07 12:04:40,2
1327,ЦБ002105,2022-03-07 12:04:40,1
1328,ЦБ011376,2022-03-07 12:04:40,1
1329,00003069,2022-03-10 17:06:54,3
1330,ЦБ018841,2022-03-21 14:31:16,5
1331,ЦБ023462,2022-03-01 16:02:01,1
1332,ЦБ020781,2022-03-15 12:31:08,50
1333,ЦБ020782,2022-03-15 12:31:08,50
1334,ЦБ020783,2022-03-15 12:31:08,50
1335,ЦБ019531,2022-03-15 12:31:08,50
1336,ЦБ019723,2022-03-15 12:31:08,50
1339,00003100,2022-03-15 15:37:08,5
1340,00003105,2022-03-15 15:37:08,5
1341,00003106,2022-03-15 15:37:08,4
1343,ЦБ023078,2022-03-15 15:37:08,1
1344,ЦБ022116,2022-03-15 15:37:08,1
1347,00003109,2022-03-15 15:37:08,2
1348,ЦБ008886,2022-03-21 14:31:16,1
1349,00003155,2022-03-21 14:31:16,2
1353,ЦБ023535,2022-03-29 15:55:47,4
1355,ЦБ022864,2022-04-13 12:53:57,2
1356,00003110,2022-03-15 15:37:08,8
1357,ЦБ023185,2022-03-15 15:37:08,3
1358,ЦБ002603,2022-03-16 14:01:52,2
1359,ЦБ004924,2022-03-16 14:01:52,100
1361,ЦБ022116,2022-03-16 16:06:54,2
1362,00003118,2022-03-16 16:06:54,2
1366,ЦБ022092,2022-03-16 16:06:54,2
1367,00003120,2022-03-16 16:06:54,2
1369,00003122,2022-03-16 16:08:49,1
1370,ЦБ014207,2022-03-01 17:23:37,1
1371,ЦБ016814,2022-04-06 16:49:14,2
1373,ЦБ011244,2022-03-01 17:23:37,10
1374,ЦБ012903,2022-03-01 17:23:37,1
1375,ЦБ017506,2022-03-01 17:23:37,4
1377,ЦБ019955,2022-03-01 17:23:37,2
1378,ЦБ003024,2022-03-01 17:23:37,2
1379,ЦБ011309,2022-03-01 17:23:37,1
1380,ЦБ017537,2022-03-01 17:23:37,1
1381,ЦБ018004,2022-03-01 17:23:37,1
1382,ЦБ021130,2022-03-01 17:23:37,1
1383,ЦБ005338,2022-03-01 17:23:37,3
1384,ЦБ004416,2022-03-01 17:23:37,1
1386,ЦБ005432,2022-03-01 17:23:37,3
1387,ЦБ010792,2022-03-01 17:23:37,4
1388,ЦБ014348,2022-03-01 17:23:37,2
1389,ЦБ015869,2022-03-01 17:23:37,2
1390,00003039,2022-03-01 17:23:37,4
1391,ЦБ021984,2022-03-01 17:23:37,2
1392,ЦБ003305,2022-03-01 17:23:37,2
1393,ЦБ020967,2022-03-01 17:23:37,1
1395,ЦБ018356,2022-03-01 17:27:20,10
1396,ЦБ008896,2022-03-01 17:27:20,5
1397,ЦБ020642,2022-03-01 17:27:20,3
1398,ЦБ010966,2022-03-01 17:27:20,10
1399,ЦБ021545,2022-03-01 17:33:17,1
1402,ЦБ023108,2022-04-13 16:46:00,1
1404,ЦБ020984,2022-04-13 16:46:00,2
1407,ЦБ002304,2022-03-15 15:46:03,10
1408,ЦБ023019,2022-03-15 15:46:03,1
1409,ЦБ014202,2022-03-16 10:33:59,2
1410,ЦБ018419,2022-03-16 14:03:12,2
1411,ЦБ020801,2022-03-16 14:03:12,1
1412,ЦБ020077,2022-03-17 10:07:21,130
1413,ЦБ017506,2022-03-17 12:26:09,5
1415,ЦБ000045,2022-03-17 12:26:09,4
1418,ЦБ016818,2022-04-13 16:46:00,1
1419,ЦБ018931,2022-04-13 16:46:00,1
1421,00003275,2022-04-07 12:56:14,2
1423,ЦБ019105,2022-03-29 15:56:43,2
1425,ЦБ003485,2022-04-13 16:46:00,2
1426,ЦБ020470,2022-03-30 14:05:17,10
1427,ЦБ013904,2022-03-30 14:05:17,8
1428,ЦБ003170,2022-03-30 14:05:17,1
1429,ЦБ011211,2022-03-30 14:05:17,2
1436,00003101,2022-03-23 09:36:34,1
1438,ЦБ006263,2022-03-30 14:05:17,1
1439,ЦБ017803,2022-03-30 14:05:17,1
1442,ЦБ005891,2022-04-13 16:46:00,1
1444,ЦБ018419,2022-03-11 14:23:45,13
1445,ЦБ019686,2022-04-13 16:46:00,2
1446,ЦБ017311,2022-03-21 17:12:35,2
1447,ЦБ015869,2022-03-21 17:12:35,1
1450,00003157,2022-03-21 17:13:34,6
1451,ЦБ023094,2022-03-21 17:13:34,2
1453,00003159,2022-03-21 17:13:34,1
1457,ЦБ023043,2022-04-13 16:46:00,1
1458,ЦБ021436,2022-03-16 14:04:06,1
1460,ЦБ011045,2022-04-13 16:46:00,20
1462,00003069,2022-03-14 15:42:41,2
1463,ЦБ021788,2022-05-02 14:29:02,6
1464,ЦБ018369,2022-03-21 17:13:07,2
1465,ЦБ020848,2022-03-21 17:13:07,2
1466,00003223,2022-03-29 15:57:38,1
1467,00003276,2022-04-07 12:56:14,4
1468,ЦБ023579,2022-04-07 12:56:14,1
1469,00003132,2022-04-07 12:56:14,4
1471,ЦБ005777,2022-04-07 12:56:14,1
1472,ЦБ005787,2022-04-07 12:56:14,1
1475,ЦБ022880,2022-04-08 16:36:56,4
1476,ЦБ006860,2022-04-11 12:47:47,2
1477,ЦБ019016,2022-04-11 12:47:47,1
1478,ЦБ004852,2022-04-11 10:20:14,2
1479,ЦБ020851,2022-04-11 10:20:14,3
1482,ЦБ019729,2022-04-11 15:59:38,4
1483,ЦБ021698,2022-04-11 15:59:38,1
1484,ЦБ011217,2022-04-11 15:59:38,1
1485,00003322,2022-04-13 16:46:00,1
1486,ЦБ023185,2022-04-13 16:46:00,1
1487,00003067,2022-05-24 17:37:02,16
1489,ЦБ016994,2022-03-21 17:14:29,1
1490,ЦБ005408,2022-03-21 17:14:29,1
1491,ЦБ005409,2022-03-21 17:14:29,1
1492,00003068,2022-03-21 17:14:29,12
1496,ЦБ019760,2022-03-22 17:24:43,2
1497,ЦБ013234,2022-03-22 17:24:43,2
1498,00003167,2022-03-22 17:24:43,2
1499,ЦБ009131,2022-03-22 17:24:43,2
1500,ЦБ017930,2022-03-22 17:24:43,40
1501,00003183,2022-03-24 10:59:25,2
1505,00003178,2022-03-23 17:17:38,4
1508,00003323,2022-04-14 12:30:08,1
1509,00003324,2022-04-14 12:30:08,1
1511,ЦБ020450,2022-04-14 12:30:08,1
1512,00003125,2022-03-17 14:41:59,2
1513,ЦБ023108,2022-03-17 14:41:59,3
1514,00003126,2022-03-17 14:41:59,2
1515,ЦБ005643,2022-03-17 14:41:59,2
1516,ЦБ023078,2022-03-17 14:41:59,2
1517,00003127,2022-03-17 14:41:59,2
1518,00003128,2022-03-17 14:41:59,2
1519,00003129,2022-03-17 14:41:59,2
1520,ЦБ023222,2022-03-17 14:41:59,20
1523,00003132,2022-03-17 14:41:59,6
1526,ЦБ022736,2022-03-17 14:41:59,3
1527,00003134,2022-03-17 14:41:59,1
1528,ЦБ004405,2022-03-18 11:01:13,2
1533,ЦБ021477,2022-04-14 14:43:34,1
1534,ЦБ013013,2022-04-14 14:43:34,3
1535,ЦБ009272,2022-04-14 14:43:34,2
1537,00003137,2022-03-18 11:12:29,50
1538,ЦБ001275,2022-03-18 11:14:47,120
1539,ЦБ014839,2022-03-18 11:14:47,120
1540,ЦБ013535,2022-03-18 11:18:22,20
1541,ЦБ002039,2022-03-18 11:18:22,24
1542,00003138,2022-03-18 11:18:22,24
1543,00003090,2022-03-18 11:18:22,9
1546,ЦБ021610,2022-04-14 14:43:34,1
1547,00003445,2022-05-24 17:37:02,1
1550,00003168,2022-03-22 17:31:43,1
1551,ЦБ017813,2022-05-24 17:37:02,1
1552,ЦБ022096,2022-05-24 17:37:02,1
1554,ЦБ021647,2022-05-24 12:46:55,1
1556,ЦБ013535,2022-03-21 17:11:58,48
1557,ЦБ002553,2022-04-08 12:12:34,1
1558,00003289,2022-04-08 11:22:49,90
1559,00003290,2022-04-08 11:22:49,1
1560,ЦБ017982,2022-04-08 11:22:49,1
1562,ЦБ018971,2022-04-08 11:22:49,1
1565,ЦБ021703,2022-03-22 11:17:05,1
1566,ЦБ023087,2022-03-22 11:17:05,3
1568,ЦБ008032,2022-03-22 11:17:05,7
1570,ЦБ018499,2022-03-22 11:17:05,1
1571,ЦБ010555,2022-03-22 11:17:05,2
1572,ЦБ005663,2022-04-01 16:06:54,2
1573,00003241,2022-04-01 16:06:54,1
1574,ЦБ022516,2022-04-01 12:38:22,2
1576,ЦБ011949,2022-04-01 12:38:22,2
1577,ЦБ010556,2022-03-22 11:17:05,4
1578,ЦБ017506,2022-03-22 17:33:04,2
1579,00003169,2022-03-22 17:36:35,3
1583,ЦБ018996,2022-04-08 16:39:20,2
1585,00003181,2022-03-23 17:40:06,1
1586,ЦБ002104,2022-03-23 17:40:06,2
1587,00003180,2022-03-23 17:39:46,8
1588,00003127,2022-03-23 17:17:38,1
1590,ЦБ022617,2022-03-23 17:17:38,3
1592,ЦБ023579,2022-03-23 17:17:38,1
1594,ЦБ002870,2022-04-08 16:41:07,1
1595,ЦБ002103,2022-04-08 17:05:12,3
1596,ЦБ002101,2022-04-08 17:05:12,2
1597,00003307,2022-04-08 17:05:12,1
1599,ЦБ012952,2022-04-11 15:59:38,20
1600,ЦБ017716,2022-05-24 12:46:55,1
1601,ЦБ004935,2022-04-08 16:39:29,1
1605,ЦБ017905,2022-03-30 14:05:17,1
1607,ЦБ023323,2022-03-30 14:00:20,1
1609,ЦБ012933,2022-03-22 12:14:12,30
1610,ЦБ005541,2022-03-22 12:14:12,2
1611,ЦБ008586,2022-03-22 12:14:12,10
1612,ЦБ023322,2022-03-30 14:00:20,1
1613,ЦБ023108,2022-03-30 14:00:20,1
1616,ЦБ023110,2022-03-30 14:00:20,1
1617,ЦБ022928,2022-03-30 14:00:20,2
1618,ЦБ017987,2022-04-11 15:59:38,1
1619,ЦБ019026,2022-04-11 15:59:38,1
1620,ЦБ018215,2022-04-11 15:59:38,1
1621,ЦБ011216,2022-04-11 15:59:38,1
1622,ЦБ009492,2022-04-11 15:59:38,1
1623,ЦБ018622,2022-05-24 12:46:39,1
1625,ЦБ008159,2022-04-07 17:38:32,2
1626,ЦБ019324,2022-04-07 17:38:32,2
1627,ЦБ019310,2022-05-24 12:46:39,3
1628,ЦБ018373,2022-06-23 15:52:32,3
1630,ЦБ012952,2022-03-22 12:14:12,7
