,kod,data,kolichestvo
24221,00005833,2024-07-15 15:26:57,30
24222,ЦБ018155,2024-07-15 15:26:57,3
24223,ЦБ021875,2024-07-15 15:28:29,1
24224,ЦБ007261,2024-07-15 15:28:29,11
24225,ЦБ010946,2024-07-15 15:28:29,3
24226,ЦБ012364,2024-07-15 15:28:29,4
24227,ЦБ006626,2024-07-15 15:28:29,1
24228,ЦБ019749,2024-07-15 15:28:29,4
24229,ЦБ001225,2024-07-15 15:28:29,3
24230,ЦБ019906,2024-07-15 15:28:29,5
24231,ЦБ010759,2024-07-15 15:28:29,4
24232,ЦБ018223,2024-07-15 15:28:29,3
24233,00003735,2024-07-15 15:28:29,1
24234,00004772,2024-07-15 15:28:29,1
24235,ЦБ021311,2024-07-15 15:29:31,1
24236,ЦБ018737,2024-07-15 15:29:31,3
24237,00005969,2024-07-15 15:32:17,1
24238,ЦБ005602,2024-07-15 15:32:17,2
24239,ЦБ017781,2024-07-15 15:32:17,1
24240,ЦБ017721,2024-07-15 15:32:17,1
24242,00005943,2024-07-15 15:46:04,1
24243,00005029,2024-07-15 15:54:24,3
24245,00005139,2024-07-15 17:03:51,1
24246,00005952,2024-07-15 17:03:51,1
24247,ЦБ021024,2024-07-15 17:04:31,1
24248,ЦБ001338,2024-09-18 16:10:14,5
24249,00005972,2024-07-16 11:59:58,1
24250,00003957,2024-07-16 12:00:52,2
24251,ЦБ008079,2024-07-16 12:00:52,2
24252,ЦБ021490,2024-07-16 12:00:52,3
24253,ЦБ018741,2024-07-16 12:00:52,3
24255,00005973,2024-07-16 12:52:41,1
24257,00005975,2024-07-16 12:52:41,1
24258,00006099,2024-08-26 12:23:16,4
24259,ЦБ021366,2024-08-26 12:23:16,3
24260,ЦБ021622,2024-08-26 12:23:16,1
24261,ЦБ001339,2024-09-18 16:10:38,1
24262,ЦБ017872,2024-09-18 16:13:18,4
24263,ЦБ003909,2024-09-18 16:13:18,4
24264,ЦБ022320,2024-09-09 15:46:56,2
24265,ЦБ011437,2024-09-09 15:46:56,3
24266,ЦБ018673,2024-09-09 15:46:56,2
24267,00003855,2024-09-09 15:46:56,2
24268,ЦБ018381,2024-09-25 15:56:01,2
24269,ЦБ018414,2024-09-25 15:56:01,1
24270,ЦБ020122,2024-09-25 15:56:01,2
24271,ЦБ003475,2024-09-25 15:56:01,2
24272,00005178,2024-09-25 15:56:01,1
24273,ЦБ007381,2024-07-16 16:21:23,1
24274,00005621,2024-07-16 16:21:23,2
24275,ЦБ018688,2024-07-16 16:21:23,2
24276,ЦБ016754,2024-07-16 16:21:23,3
24277,ЦБ021199,2024-07-16 16:21:23,2
24278,ЦБ014018,2024-07-16 16:21:23,1
24279,ЦБ008889,2024-07-16 16:21:23,2
24280,ЦБ012599,2024-07-16 16:21:23,4
24281,ЦБ011208,2024-07-16 16:21:23,4
24282,ЦБ002889,2024-07-16 16:21:23,3
24283,00005978,2024-07-16 16:21:23,1
24285,00005979,2024-07-16 16:21:23,2
24286,ЦБ022927,2024-07-16 16:21:23,1
24287,00003072,2024-07-16 16:21:23,4
24288,ЦБ013646,2024-07-16 16:21:23,1
24289,ЦБ018723,2024-07-16 16:21:23,2
24290,00005980,2024-07-16 16:21:23,3
24291,ЦБ010759,2024-07-16 16:21:23,5
24292,ЦБ022928,2024-07-16 16:21:23,4
24293,ЦБ022059,2024-07-16 16:21:23,1
24294,ЦБ019924,2024-07-16 16:21:23,1
24295,ЦБ011036,2024-07-16 16:27:32,2
24297,ЦБ019204,2024-07-16 16:43:23,1
24299,ЦБ012862,2024-07-16 16:43:23,2
24300,00005117,2024-07-16 16:43:23,2
24301,ЦБ014321,2024-07-17 10:56:55,1
24303,ЦБ007212,2024-08-26 12:40:30,3
24304,ЦБ006205,2024-08-26 12:40:30,4
24305,ЦБ023251,2024-09-09 15:47:40,1
24306,ЦБ021271,2024-09-09 15:47:40,2
24307,ЦБ020642,2024-09-18 16:13:18,1
24308,ЦБ018973,2024-09-18 16:13:18,3
24310,ЦБ019266,2024-09-18 16:13:18,2
24311,ЦБ016726,2024-09-18 16:16:32,2
24312,ЦБ013788,2024-09-18 16:16:32,10
24313,ЦБ011918,2024-09-18 16:16:32,8
24315,ЦБ002091,2024-09-18 16:16:32,2
24317,00005223,2024-09-18 16:17:01,1
24318,ЦБ008079,2024-09-25 15:56:01,3
24319,ЦБ023094,2024-09-25 15:56:01,7
24321,ЦБ020848,2024-08-26 12:30:07,10
24322,ЦБ022697,2024-08-26 12:33:09,1
24323,ЦБ016960,2024-08-26 12:39:07,2
24324,ЦБ005891,2024-07-17 14:13:15,2
24325,ЦБ022281,2024-07-17 14:14:22,2
24327,00005984,2024-07-17 14:15:11,1
24328,ЦБ001772,2024-07-17 14:15:50,1
24329,ЦБ017226,2024-07-17 14:17:04,4
24330,ЦБ017820,2024-07-17 14:17:52,1
24331,ЦБ018722,2024-07-17 14:17:52,1
24332,00003855,2024-07-17 14:17:52,1
24333,00004344,2024-07-17 14:19:10,1
24334,ЦБ022540,2024-07-17 14:19:10,5
24335,00004681,2024-08-26 12:39:07,1
24336,00004467,2024-08-26 12:39:07,1
24337,00005565,2024-08-26 12:39:07,2
24338,ЦБ018400,2024-09-09 15:49:33,2
24342,ЦБ018690,2024-09-09 15:49:33,2
24343,ЦБ020984,2024-08-26 12:31:14,2
24344,00004682,2024-08-26 12:31:38,2
24345,00004098,2024-09-09 15:49:33,1
24347,00005474,2024-09-09 15:50:03,14
24348,00002929,2024-09-09 15:50:03,10
24349,00005610,2024-09-09 15:50:03,10
24350,ЦБ017903,2024-09-18 16:14:49,1
24351,ЦБ010911,2024-07-17 14:45:55,3
24352,ЦБ021868,2024-07-17 14:45:55,3
24353,ЦБ018398,2024-07-17 14:45:55,1
24354,ЦБ018401,2024-07-17 14:45:55,2
24355,ЦБ018418,2024-07-17 14:45:55,2
24356,ЦБ007458,2024-07-17 14:45:55,2
24357,ЦБ006738,2024-07-17 14:45:55,1
24358,ЦБ023019,2024-07-17 14:45:55,4
24359,ЦБ017412,2024-07-17 14:45:55,1
24360,00003840,2024-07-17 14:45:55,1
24361,ЦБ017930,2024-07-17 14:45:55,32
24362,ЦБ003462,2024-07-17 14:49:13,1
24363,00004456,2024-07-17 14:49:13,1
24364,ЦБ020352,2024-07-17 14:49:13,2
24365,ЦБ006297,2024-07-17 14:49:13,2
24366,ЦБ007190,2024-07-17 14:49:13,4
24367,ЦБ021970,2024-07-17 14:49:13,3
24368,ЦБ003970,2024-07-17 14:49:13,1
24369,ЦБ014286,2024-07-17 14:49:13,1
24370,00004254,2024-07-17 14:49:13,1
24371,ЦБ023025,2024-07-17 14:49:13,2
24372,ЦБ002895,2024-07-17 14:49:13,1
24373,ЦБ010906,2024-07-17 14:49:13,4
24374,00005952,2024-07-17 14:49:13,1
24375,ЦБ017253,2024-07-17 14:49:13,2
24376,ЦБ020202,2024-07-17 14:49:13,4
24377,ЦБ022539,2024-08-26 12:32:10,1
24378,ЦБ008586,2024-08-26 12:32:33,10
24379,ЦБ022778,2024-08-26 12:35:06,1
24381,ЦБ019216,2024-08-26 12:35:06,1
24382,ЦБ019661,2024-08-26 12:35:06,1
24383,ЦБ011091,2024-08-26 12:35:06,20
24384,ЦБ020162,2024-08-26 12:35:06,2
24385,00006103,2024-08-26 12:35:06,2
24386,00003173,2024-08-26 12:35:06,9
24388,ЦБ006272,2024-08-26 12:35:06,2
24389,ЦБ017517,2024-08-26 12:35:06,2
24390,ЦБ021946,2024-08-26 12:35:06,10
24391,ЦБ017930,2024-08-26 12:35:06,10
24392,00006105,2024-08-26 12:39:58,1
24393,00003264,2024-08-26 12:39:58,1
24394,ЦБ023104,2024-08-26 12:39:58,10
24395,ЦБ001906,2024-09-09 17:40:14,1
24396,ЦБ015758,2024-07-17 15:16:15,1
24397,ЦБ006351,2024-07-17 15:16:15,1
24398,ЦБ017976,2024-07-17 15:16:15,2
24399,ЦБ019760,2024-07-17 15:16:15,2
24400,ЦБ019585,2024-07-17 15:16:15,4
24401,ЦБ019931,2024-07-17 15:16:15,1
24402,ЦБ020471,2024-07-17 15:16:15,6
24403,ЦБ018380,2024-07-17 15:16:15,1
24404,00005020,2024-07-17 15:16:15,2
24405,ЦБ020561,2024-07-17 15:16:15,1
24406,ЦБ005815,2024-07-17 15:16:15,2
24408,ЦБ020849,2024-07-17 15:16:15,5
24409,ЦБ010687,2024-07-17 15:16:15,1
24410,ЦБ017982,2024-07-17 15:16:15,2
24411,00005875,2024-07-17 15:16:15,2
24413,ЦБ010453,2024-07-17 15:16:15,2
24414,ЦБ012314,2024-07-17 15:16:15,1
24415,ЦБ017226,2024-07-17 15:16:15,1
24416,ЦБ008979,2024-07-17 15:16:15,4
24417,ЦБ011216,2024-07-17 15:16:15,2
24418,00004779,2024-07-17 15:16:15,6
24419,ЦБ020075,2024-07-17 15:16:15,44
24420,00002927,2024-07-17 15:16:15,5
24421,ЦБ001541,2024-07-17 15:16:15,2
24422,00005942,2024-07-17 15:16:15,1
24423,ЦБ011001,2024-07-17 15:16:15,10
24424,00005048,2024-07-17 15:16:15,4
24425,00003735,2024-07-17 15:16:15,4
24426,ЦБ020861,2024-07-17 15:16:15,1
24427,ЦБ015742,2024-07-17 15:16:15,3
24428,00003318,2024-07-17 15:16:15,1
24429,00004898,2024-07-17 15:16:15,1
24430,ЦБ011216,2024-07-17 15:17:53,2
24431,ЦБ021378,2024-09-09 17:40:14,1
24432,ЦБ018734,2024-09-25 15:56:01,1
24433,00003258,2024-10-02 15:25:17,2
24434,00004007,2024-10-02 15:25:17,5
24435,ЦБ015166,2024-10-02 15:25:17,2
24436,ЦБ010653,2024-07-17 16:42:28,8
24437,00005958,2024-07-17 16:42:28,2
24438,ЦБ012492,2024-07-17 16:42:28,5
24440,ЦБ020099,2024-07-17 16:42:28,2
24441,ЦБ012314,2024-07-17 16:42:28,3
24442,ЦБ009272,2024-07-17 16:42:28,2
24443,ЦБ002363,2024-07-17 16:42:28,3
24445,ЦБ001165,2024-07-17 16:42:28,2
24446,ЦБ018575,2024-07-17 16:43:33,2
24448,ЦБ014417,2024-07-17 16:46:36,1
24449,ЦБ010751,2024-07-17 16:48:09,1
24450,00003719,2024-10-02 15:25:17,3
24451,ЦБ016810,2024-07-17 16:48:09,1
24452,ЦБ023476,2024-07-17 16:48:09,4
24453,ЦБ019629,2024-07-17 16:48:09,1
24454,ЦБ021339,2024-07-17 16:48:09,1
24455,ЦБ022024,2024-07-17 16:48:09,2
24456,ЦБ018518,2024-07-17 16:49:15,2
24457,ЦБ018753,2024-07-17 16:49:46,2
24458,00005474,2024-07-17 16:50:18,14
24459,00005475,2024-07-17 16:50:18,15
24460,00003729,2024-07-17 16:50:18,20
24462,ЦБ022281,2024-07-18 09:54:41,2
24463,ЦБ017820,2024-07-18 09:55:06,1
24464,ЦБ014607,2024-07-18 09:55:33,1
24465,00005986,2024-07-18 11:50:50,2
24466,ЦБ015675,2024-07-18 12:01:59,1
24468,00004596,2024-09-25 15:56:34,2
24469,00005624,2024-09-25 15:56:34,2
24470,ЦБ018738,2024-09-25 15:56:34,1
24471,ЦБ013725,2024-09-25 15:56:52,1
24472,ЦБ018917,2024-09-25 15:56:52,3
24473,00005987,2024-10-02 15:25:17,2
24474,00005362,2024-10-02 15:25:17,1
24475,00006206,2024-10-02 15:25:17,4
24476,ЦБ004865,2024-10-02 15:25:17,1
24477,ЦБ004059,2024-10-02 15:25:17,2
24478,ЦБ022905,2024-10-02 15:25:17,2
24479,00006222,2024-10-02 16:41:08,1
24480,00003802,2024-10-02 16:41:22,20
24481,00004153,2024-10-02 16:41:22,20
24482,00003774,2024-10-02 16:41:22,200
24483,ЦБ006336,2024-08-26 15:11:25,16
24484,ЦБ006104,2024-08-26 15:11:25,10
24485,00006107,2024-08-26 15:11:25,114
24486,ЦБ021258,2024-08-26 15:11:25,1
24487,ЦБ011213,2024-08-26 15:11:25,2
24488,ЦБ018215,2024-08-26 15:11:25,3
24491,ЦБ010406,2024-07-18 14:23:42,2
24493,ЦБ019901,2024-07-18 14:23:42,2
24494,ЦБ020471,2024-07-18 14:23:42,3
24495,ЦБ018559,2024-07-18 14:23:42,3
24496,00005966,2024-07-18 14:23:42,1
24497,ЦБ020261,2024-09-18 16:54:07,1
24498,ЦБ002304,2024-07-18 14:23:42,5
24500,00004499,2024-07-18 14:23:42,2
24501,00005559,2024-07-18 14:23:42,1
24502,ЦБ002603,2024-07-18 14:23:42,4
24503,ЦБ021165,2024-07-18 14:23:42,4
24504,00003850,2024-07-18 14:23:42,1
24505,ЦБ011550,2024-07-18 14:23:42,2
24506,ЦБ018524,2024-08-26 15:42:26,2
24507,ЦБ018793,2024-08-26 15:42:26,2
24508,00003895,2024-08-26 15:42:26,2
24509,ЦБ017372,2024-08-26 15:42:26,2
24510,00005966,2024-08-26 15:42:26,3
24511,ЦБ010900,2024-08-26 15:42:26,2
24512,ЦБ022288,2024-08-26 15:42:26,2
24513,ЦБ021256,2024-08-26 15:42:26,2
24515,00003774,2024-08-27 11:26:38,200
24516,ЦБ010656,2024-08-26 15:43:15,1
24517,ЦБ018356,2024-08-26 15:43:15,5
24518,ЦБ018930,2024-07-18 14:27:13,2
24519,ЦБ016593,2024-08-27 11:35:49,1
24520,00004953,2024-08-27 11:35:49,1
24521,ЦБ010669,2024-07-18 14:27:55,3
24522,ЦБ002103,2024-07-18 14:27:55,3
24523,ЦБ019548,2024-07-18 14:27:55,2
24524,ЦБ021233,2024-08-27 11:35:49,3
24525,ЦБ023091,2024-08-27 11:35:49,2
24526,00003782,2024-08-27 11:35:49,1
24527,00005988,2024-07-18 14:29:12,4
24528,ЦБ003042,2024-07-18 14:29:12,4
24529,ЦБ018759,2024-07-18 14:29:12,1
24530,00003800,2024-07-18 14:29:29,50
24531,ЦБ021650,2024-08-27 11:35:49,1
24532,ЦБ021419,2024-08-27 11:35:49,4
24533,ЦБ012720,2024-08-27 11:37:52,1
24534,ЦБ019191,2024-07-18 14:31:49,5
24535,00005906,2024-07-18 14:31:49,3
24536,00005989,2024-07-18 14:31:49,1
24537,ЦБ023579,2024-08-27 11:37:52,2
24538,ЦБ020976,2024-08-26 15:43:47,1
24539,00006108,2024-08-26 15:46:06,2
24541,ЦБ010430,2024-08-27 11:36:33,1
24543,00005991,2024-07-18 15:48:33,1
24544,ЦБ018655,2024-07-18 15:48:33,1
24546,00003528,2024-07-18 16:23:40,1
24547,ЦБ021375,2024-07-18 16:23:40,2
24548,00003664,2024-07-18 16:23:40,2
24549,ЦБ022391,2024-07-18 16:23:40,1
24550,ЦБ020057,2024-07-18 16:23:40,4
24551,ЦБ021624,2024-07-18 16:23:40,3
24552,00005987,2024-07-18 16:23:40,1
24554,ЦБ019311,2024-07-18 16:23:40,1
24555,ЦБ022258,2024-07-18 17:16:12,1
24556,ЦБ019217,2024-07-18 17:16:12,1
24557,00003547,2024-07-18 17:16:12,1
24558,ЦБ008893,2024-07-18 17:16:12,1
24559,ЦБ019937,2024-07-18 17:16:12,2
24560,ЦБ011949,2024-07-18 17:16:12,2
24561,ЦБ010063,2024-07-18 17:16:12,2
24562,00005904,2024-07-18 17:16:12,1
24563,ЦБ017983,2024-07-18 17:16:12,1
24564,00004631,2024-07-18 17:16:12,2
24566,ЦБ015098,2024-07-18 17:16:12,3
24567,ЦБ008446,2024-07-18 17:16:12,2
24568,ЦБ002093,2024-07-18 17:16:12,2
24569,ЦБ014347,2024-07-18 17:16:12,8
24570,00005050,2024-07-18 17:16:12,1
24571,ЦБ009344,2024-07-18 17:16:12,3
24572,ЦБ011815,2024-07-18 17:16:12,2
24573,ЦБ023019,2024-07-18 17:16:12,8
24574,00005994,2024-07-18 17:16:12,3
24575,ЦБ019266,2024-07-18 17:16:12,1
24576,ЦБ018236,2024-07-18 17:16:12,2
24578,ЦБ009823,2024-07-18 17:16:12,1
24579,ЦБ012170,2024-07-18 17:16:12,1
24581,ЦБ008885,2024-07-19 11:24:55,2
24582,ЦБ007223,2024-07-19 11:24:55,1
24583,ЦБ019732,2024-07-19 11:24:55,2
24584,00005761,2024-08-27 12:02:17,1
24585,ЦБ005793,2024-08-27 12:02:17,1
24586,ЦБ005365,2024-08-27 12:02:17,2
24587,ЦБ002091,2024-08-27 12:02:17,2
24588,00005996,2024-07-19 15:16:39,1
24589,ЦБ018575,2024-07-19 15:19:07,2
24590,ЦБ021173,2024-07-19 15:19:07,1
24591,ЦБ003354,2024-07-19 15:19:50,2
24592,ЦБ004852,2024-07-19 15:21:08,1
24594,ЦБ002893,2024-08-27 12:02:17,2
24595,ЦБ002761,2024-08-27 12:02:17,3
24596,ЦБ016405,2024-08-27 12:02:17,2
24597,00005483,2024-08-27 12:02:17,100
24598,ЦБ017930,2024-08-27 12:02:17,10
24599,ЦБ023186,2024-07-19 16:49:56,1
24600,ЦБ008896,2024-07-19 16:49:56,4
24601,ЦБ006297,2024-07-19 16:49:56,3
24602,ЦБ010685,2024-07-19 16:49:56,1
24603,ЦБ019810,2024-07-19 16:49:56,10
24604,00004945,2024-07-19 16:49:56,2
24605,ЦБ022790,2024-07-19 16:49:56,1
24606,ЦБ013704,2024-07-19 16:49:56,2
24607,00005355,2024-07-19 16:49:56,3
24608,ЦБ009036,2024-07-19 16:49:56,5
24609,ЦБ007271,2024-07-19 16:49:56,1
24610,ЦБ015284,2024-07-19 16:49:56,1
24611,ЦБ022260,2024-07-19 16:49:56,1
24612,00005998,2024-07-19 16:49:56,5
24613,ЦБ016113,2024-07-19 16:49:56,2
24614,00005999,2024-07-19 16:49:56,2
24615,00004071,2024-07-19 16:49:56,3
24616,ЦБ003092,2024-07-19 16:49:56,1
24617,ЦБ009033,2024-07-19 16:49:56,10
24619,ЦБ009283,2024-07-19 16:49:56,2
24620,00005332,2024-07-19 17:25:36,1
24622,00006000,2024-07-22 10:26:52,1
24623,ЦБ010233,2024-09-10 15:08:25,1
24624,ЦБ021051,2024-09-10 15:08:25,1
24625,ЦБ020811,2024-09-19 12:11:45,9
24626,ЦБ003011,2024-09-19 12:11:45,2
24627,ЦБ005534,2024-09-19 12:11:45,1
24629,00006004,2024-07-22 14:40:50,1
24630,00005960,2024-09-19 12:11:45,1
24631,ЦБ015770,2024-09-19 12:11:45,1
24633,ЦБ007149,2024-08-27 14:39:24,1
24634,ЦБ001741,2024-08-27 14:39:24,2
24635,ЦБ021375,2024-08-27 14:42:26,4
24636,ЦБ021877,2024-07-22 16:07:19,1
24637,ЦБ021878,2024-07-22 16:07:19,1
24638,ЦБ005891,2024-07-22 16:07:19,4
24639,ЦБ018583,2024-07-22 16:07:19,1
24640,ЦБ008060,2024-07-22 16:07:45,2
24641,ЦБ021738,2024-07-22 16:08:17,1
24642,ЦБ003060,2024-07-22 16:08:17,2
24643,00006001,2024-07-22 16:08:17,2
24644,ЦБ018446,2024-07-22 16:10:30,1
24645,ЦБ018370,2024-07-22 16:10:30,3
24646,00004273,2024-07-22 16:10:30,1
24647,ЦБ008221,2024-07-22 16:10:30,28
24648,ЦБ010668,2024-07-22 16:10:30,1
24649,ЦБ023583,2024-07-22 16:11:28,1
24652,ЦБ014536,2024-07-22 16:11:28,6
24653,00003813,2024-07-22 16:11:28,4
24654,ЦБ022753,2024-07-22 16:11:28,2
24655,ЦБ022438,2024-07-22 16:11:28,2
24656,ЦБ021505,2024-07-22 16:11:28,2
24657,ЦБ018650,2024-07-22 16:11:28,4
24658,ЦБ015751,2024-07-22 16:11:28,2
24659,ЦБ019413,2024-07-22 16:12:43,2
24660,00005991,2024-07-22 16:12:43,1
24661,00005996,2024-07-22 16:12:43,1
24662,00006005,2024-07-22 16:15:50,2
24663,ЦБ023168,2024-07-22 16:15:50,8
24664,00003623,2024-07-22 16:15:50,1
24665,00004133,2024-07-22 16:15:50,1
24666,ЦБ015041,2024-07-22 16:15:50,4
24667,00004996,2024-07-22 16:15:50,4
24668,ЦБ001959,2024-07-22 16:15:50,2
24670,ЦБ018717,2024-07-22 16:15:50,2
24671,ЦБ018753,2024-07-22 16:15:50,1
24672,ЦБ004405,2024-08-27 14:40:13,4
24673,00006002,2024-07-22 16:13:14,2
24674,ЦБ018759,2024-07-22 16:13:14,4
24675,ЦБ017721,2024-07-22 16:13:36,1
24677,ЦБ018718,2024-08-27 14:40:13,3
24678,ЦБ022012,2024-08-27 15:00:39,2
24679,ЦБ009344,2024-08-27 15:00:39,1
24680,ЦБ013796,2024-07-24 14:22:15,1
24682,ЦБ018401,2024-08-27 15:01:11,1
24683,ЦБ005600,2024-08-27 15:01:11,2
24684,00003665,2024-08-27 15:01:11,1
24685,ЦБ015037,2024-09-10 15:09:03,4
24687,00003802,2024-07-22 16:57:38,20
24688,00005038,2024-07-22 16:57:38,200
24689,00003865,2024-07-22 16:57:38,200
24691,00003493,2024-07-22 16:58:45,2
24693,00004084,2024-07-22 16:58:45,20
24694,00006006,2024-07-23 11:52:53,1
24700,00003000,2024-08-27 15:02:52,1
24701,ЦБ007212,2024-09-10 15:09:03,1
24706,ЦБ010676,2024-09-10 15:47:07,2
24707,ЦБ019007,2024-09-10 15:47:07,3
24708,ЦБ020584,2024-09-10 15:47:07,3
24709,ЦБ012862,2024-09-10 15:47:07,1
24710,00003588,2024-07-23 15:11:53,5
24711,00003531,2024-07-23 15:50:13,1
24712,ЦБ019645,2024-07-23 15:50:13,1
24713,ЦБ019311,2024-07-23 15:50:13,2
24714,ЦБ023035,2024-07-23 15:50:13,4
24715,ЦБ018365,2024-07-23 15:51:03,2
24716,ЦБ022092,2024-07-23 15:51:25,1
24717,ЦБ018519,2024-07-23 15:51:49,2
24718,ЦБ011878,2024-07-23 15:51:49,3
24719,00006013,2024-07-23 15:52:21,1
24720,00006014,2024-07-23 15:59:37,1
24721,ЦБ014590,2024-07-23 16:00:03,1
24722,ЦБ016485,2024-07-23 16:00:21,2
24723,ЦБ017132,2024-07-23 16:00:43,4
24724,ЦБ001950,2024-07-23 16:01:19,2
24725,00003708,2024-07-23 16:05:06,1
24726,ЦБ017506,2024-07-23 16:05:06,7
24727,ЦБ018001,2024-07-23 16:05:06,3
24729,ЦБ018742,2024-07-23 16:01:19,4
24731,ЦБ015675,2024-09-10 15:47:07,2
24732,ЦБ010336,2024-09-10 15:47:07,1
24733,ЦБ005432,2024-09-10 15:47:07,1
24734,ЦБ014512,2024-09-10 15:57:12,1
24735,ЦБ023050,2024-09-10 15:57:12,1
24736,ЦБ022958,2024-07-23 16:03:14,1
24737,ЦБ014961,2024-07-23 16:03:14,1
24738,00004094,2024-07-23 16:03:14,1
24739,00004095,2024-07-23 16:03:14,1
24740,ЦБ020369,2024-07-23 16:03:14,4
24741,ЦБ023539,2024-07-23 16:03:14,1
24742,ЦБ009102,2024-07-23 16:03:14,1
24743,00006010,2024-07-23 16:03:14,8
24744,00006012,2024-07-23 16:03:14,1
24745,ЦБ018409,2024-07-23 16:04:14,2
24746,ЦБ018431,2024-07-23 16:04:14,2
24747,ЦБ019609,2024-07-23 16:04:14,2
24748,ЦБ018434,2024-07-23 16:04:14,5
24749,00005092,2024-07-23 16:04:14,2
24750,ЦБ021610,2024-07-23 16:04:14,10
24751,ЦБ003305,2024-07-23 16:04:14,2
24752,ЦБ022301,2024-07-23 16:03:14,5
24753,ЦБ022866,2024-07-23 16:03:14,3
24754,ЦБ022059,2024-07-23 16:03:14,2
24755,ЦБ017450,2024-07-23 16:03:14,1
24756,ЦБ010556,2024-07-23 16:03:14,1
24757,ЦБ022639,2024-07-23 16:03:14,1
24758,ЦБ001567,2024-08-27 15:02:32,1
24759,00005727,2024-09-19 11:58:37,3
24760,00006187,2024-09-19 11:58:37,2
24761,00005731,2024-09-19 11:58:37,3
24762,00005732,2024-09-19 11:58:37,2
24763,00006188,2024-09-19 11:58:37,1
24764,00006189,2024-09-19 11:58:37,1
24765,00006190,2024-09-19 11:58:37,1
24766,00006191,2024-09-19 11:58:37,1
24767,00006192,2024-09-19 11:58:37,1
24768,00006193,2024-09-19 11:58:37,1
24769,00006194,2024-09-19 11:58:37,1
24770,ЦБ007263,2024-07-23 16:05:06,2
24771,00003864,2024-07-23 16:05:06,2
24772,ЦБ019475,2024-07-23 16:05:06,1
24775,00003588,2024-07-24 10:10:02,5
24777,00006040,2024-08-28 11:21:30,1
24779,ЦБ018575,2024-09-10 15:55:05,2
24780,ЦБ018419,2024-09-10 15:55:05,20
24781,ЦБ019991,2024-09-10 15:55:05,1
24782,00003834,2024-09-10 15:55:05,1
24783,ЦБ005987,2024-09-10 15:55:05,1
24784,ЦБ019729,2024-09-10 15:55:05,3
24785,ЦБ017983,2024-09-10 15:55:05,1
24786,ЦБ009264,2024-09-10 15:55:05,1
24787,ЦБ023461,2024-09-10 15:55:05,5
24788,ЦБ019739,2024-09-10 15:55:05,5
24790,ЦБ010925,2024-09-10 15:57:12,1
24791,ЦБ001329,2024-09-10 15:57:12,2
24792,ЦБ005891,2024-09-10 15:57:12,2
24793,ЦБ023083,2024-09-10 15:57:32,2
24798,ЦБ018176,2024-07-24 14:22:15,2
24799,00006017,2024-07-24 14:22:15,1
24801,ЦБ012617,2024-07-24 14:22:15,1
24802,ЦБ003560,2024-07-24 14:22:15,48
24803,00005324,2024-07-24 14:22:15,1
24804,ЦБ019488,2024-07-24 14:22:15,16
24805,00003919,2024-07-24 14:22:15,4
24807,ЦБ018229,2024-07-24 14:22:15,2
24808,00006115,2024-08-27 17:20:53,2
24812,ЦБ006103,2024-07-24 14:38:28,8
24813,ЦБ018446,2024-07-24 14:38:28,1
24814,ЦБ014263,2024-07-24 14:38:28,1
24816,ЦБ021720,2024-07-24 14:38:28,1
24817,ЦБ008030,2024-07-24 14:38:28,1
24818,00006019,2024-07-24 14:38:28,1
24819,00006020,2024-07-24 14:38:28,1
24820,ЦБ010233,2024-07-24 14:39:44,1
24821,ЦБ019105,2024-07-24 14:39:44,1
24822,00003957,2024-07-24 14:39:44,2
24823,ЦБ019310,2024-07-24 14:39:44,4
24824,ЦБ018726,2024-07-24 14:39:44,1
24825,ЦБ018739,2024-07-24 14:39:44,2
24826,ЦБ021381,2024-07-24 14:39:44,4
24827,ЦБ018624,2024-07-24 14:39:44,8
24828,ЦБ007259,2024-07-24 14:40:10,4
24829,00006114,2024-08-27 17:39:32,1
24830,00005332,2024-08-27 17:39:32,1
24831,00005987,2024-09-10 17:05:10,1
24832,ЦБ018759,2024-07-24 16:20:50,5
24833,ЦБ007261,2024-07-24 16:22:05,32
24834,ЦБ005162,2024-07-24 16:22:05,1
24835,ЦБ021881,2024-07-24 16:22:05,2
24836,00006021,2024-07-24 16:22:05,2
24837,ЦБ017976,2024-07-24 16:25:26,4
24838,ЦБ019882,2024-07-24 16:25:26,1
24839,ЦБ007260,2024-07-24 16:25:26,8
24841,ЦБ022394,2024-07-24 16:25:26,1
24842,ЦБ016091,2024-07-24 16:25:26,1
24845,00004003,2024-07-24 16:25:26,5
24846,ЦБ020532,2024-09-19 14:48:24,1
24847,ЦБ010900,2024-09-19 14:48:24,1
24848,ЦБ001557,2024-09-11 12:15:27,8
24849,ЦБ003421,2024-09-11 12:15:27,6
24850,ЦБ022692,2024-07-24 17:16:05,2
24851,ЦБ017792,2024-07-24 17:16:05,3
24852,ЦБ023567,2024-07-24 17:16:05,2
24853,ЦБ007259,2024-07-24 17:16:05,5
24854,ЦБ021964,2024-07-24 17:16:05,1
24856,ЦБ018973,2024-07-24 17:16:05,2
24857,ЦБ003067,2024-07-24 17:16:05,1
24858,ЦБ013456,2024-07-24 17:16:05,3
24859,ЦБ022655,2024-07-24 17:16:05,2
24860,00005761,2024-09-11 12:15:27,2
24861,ЦБ018759,2024-07-24 17:52:06,1
24862,ЦБ023355,2024-09-11 12:15:27,1
24863,ЦБ011378,2024-09-11 12:15:27,8
